Name,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK,manager,year,Position,center,lw,rw,defence,multi_position,GWG
Vladislav Gavrikov,4,0,1,-4,12,0,3,5,9,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Colton Parayko,7,0,2,4,2,0,14,10,13,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Artem Zub,3,0,1,-1,0,0,4,7,2,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Matt Boldy,1,0,0,0,0,0,1,0,0,The Tkachukle Fuckers,2021,"LW,RW",0,1,1,0,1,NA
Chris Tanev,3,0,0,-1,2,0,3,2,4,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Lawson Crouse,1,1,1,-1,0,1,2,1,0,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Josh Norris,9,3,6,3,2,4,30,12,4,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Esa Lindell,1,0,0,0,0,0,2,0,4,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Joel Edmundson,2,0,0,-2,0,0,2,6,1,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Jean-Gabriel Pageau,2,0,0,-1,0,0,3,8,3,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Torey Krug,3,0,1,-3,2,1,4,5,7,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Valeri Nichushkin,6,4,2,-2,2,0,26,5,0,The Tkachukle Fuckers,2021,"LW,RW",0,1,1,0,1,NA
Erik Cernak,5,0,1,0,7,0,3,12,4,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Ondrej Palat,56,13,18,-1,16,6,103,79,25,Tkachuk'n rites boys,2021,LW,0,1,0,0,0,NA
Evgenii Dadonov,11,2,1,2,0,0,24,8,6,Tkachuk'n rites boys,2021,"LW,RW",0,1,1,0,1,NA
Mikhail Sergachev,71,7,27,8,53,6,141,130,113,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Gabriel Landeskog,50,30,29,28,76,15,148,94,34,Tkachuk'n rites boys,2021,"C,LW",1,1,0,0,1,NA
Christian Dvorak,7,1,2,-5,6,1,10,5,7,Tkachuk'n rites boys,2021,"C,LW",1,1,0,0,1,NA
Tyler Toffoli,19,3,6,-8,2,2,49,31,5,Tkachuk'n rites boys,2021,"C,RW",1,0,1,0,1,NA
Cale Makar,77,28,58,48,26,34,240,95,110,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Tyler Seguin,69,19,21,-14,26,9,183,84,24,Tkachuk'n rites boys,2021,C,1,0,0,0,0,NA
Viktor Arvidsson,42,16,14,2,18,6,158,14,34,Tkachuk'n rites boys,2021,"LW,RW",0,1,1,0,1,NA
Joe Pavelski,79,26,53,12,12,24,212,100,67,Tkachuk'n rites boys,2021,"C,RW",1,0,1,0,1,NA
MacKenzie Weegar,80,8,36,40,81,3,203,179,156,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Ivan Provorov,7,0,1,6,6,0,7,4,22,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Matthew Tkachuk,68,33,52,44,58,25,215,74,15,Tkachuk'n rites boys,2021,LW,0,1,0,0,0,NA
Filip Forsberg,52,26,33,7,16,20,169,88,35,Tkachuk'n rites boys,2021,LW,0,1,0,0,0,NA
Dominik Kubalik,9,0,3,-4,0,1,21,12,7,Tkachuk'n rites boys,2021,LW,0,1,0,0,0,NA
Jeff Petry,16,0,2,-4,4,0,22,31,16,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
J.T. Compher,2,1,0,1,0,1,2,0,1,Tkachuk'n rites boys,2021,C,1,0,0,0,0,NA
Reilly Smith,22,4,12,0,2,5,50,16,4,Tkachuk'n rites boys,2021,RW,0,0,1,0,0,NA
Dmitry Orlov,23,3,10,7,14,1,37,42,20,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Taylor Hall,29,5,15,-1,12,6,72,17,16,Tkachuk'n rites boys,2021,LW,0,1,0,0,0,NA
Nicklas Backstrom,35,6,19,-7,10,11,50,13,13,Tkachuk'n rites boys,2021,C,1,0,0,0,0,NA
Kevin Shattenkirk,9,0,3,-7,4,1,16,2,9,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Evgeni Malkin,35,19,20,-7,20,18,114,19,16,Tkachuk'n rites boys,2021,C,1,0,0,0,0,NA
Mathew Barzal,16,2,10,-8,4,6,28,4,4,Tkachuk'n rites boys,2021,C,1,0,0,0,0,NA
Tomas Hertl,33,7,18,-8,14,8,70,48,32,Tkachuk'n rites boys,2021,"C,LW",1,1,0,0,1,NA
Erik Karlsson,11,2,3,-7,0,0,20,2,8,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Mason Marchment,11,3,5,3,16,0,20,23,2,Tkachuk'n rites boys,2021,"LW,RW",0,1,1,0,1,NA
Damon Severson,14,1,7,7,6,1,17,22,15,Tkachuk'n rites boys,2021,D,0,0,0,1,0,NA
Vincent Trocheck,70,20,38,3,48,16,188,166,38,BunchaPigeons,2022,C,1,0,0,0,0,NA
Victor Hedman,73,9,39,5,40,14,180,91,131,BunchaPigeons,2022,D,0,0,0,1,0,NA
Alex Pietrangelo,71,11,41,16,14,13,164,64,176,BunchaPigeons,2022,D,0,0,0,1,0,NA
John Tavares,78,35,41,-8,32,36,274,106,35,BunchaPigeons,2022,C,1,0,0,0,0,NA
Alex Ovechkin,73,42,33,-16,48,25,294,188,23,BunchaPigeons,2022,LW,0,1,0,0,0,NA
Valeri Nichushkin,48,17,28,13,2,15,141,52,30,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
David Pastrnak,82,61,52,34,38,37,407,91,33,BunchaPigeons,2022,RW,0,0,1,0,0,NA
Jaccob Slavin,3,0,1,1,0,0,2,1,3,BunchaPigeons,2022,D,0,0,0,1,0,NA
Bryan Rust,11,4,4,-5,4,3,37,14,3,BunchaPigeons,2022,RW,0,0,1,0,0,NA
Claude Giroux,19,8,9,-1,6,6,47,17,6,BunchaPigeons,2022,"C,RW",1,0,1,0,1,NA
Radko Gudas,6,0,2,2,4,0,10,13,10,BunchaPigeons,2022,D,0,0,0,1,0,NA
Owen Power,1,0,0,2,0,0,0,0,1,BunchaPigeons,2022,D,0,0,0,1,0,NA
Tyler Toffoli,17,4,7,1,4,4,55,21,3,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Justin Faulk,37,5,17,-6,14,6,92,67,61,BunchaPigeons,2022,D,0,0,0,1,0,NA
Gustav Forsling,39,6,16,6,20,2,101,36,47,BunchaPigeons,2022,D,0,0,0,1,0,NA
Arber Xhekaj,15,2,1,-2,36,0,27,39,12,BunchaPigeons,2022,D,0,0,0,1,0,NA
Tage Thompson,65,37,38,2,31,26,246,54,23,BunchaPigeons,2022,C,1,0,0,0,0,NA
Charlie McAvoy,64,7,45,31,48,19,100,81,124,BunchaPigeons,2022,D,0,0,0,1,0,NA
Jeff Skinner,4,2,2,-1,0,3,15,1,1,BunchaPigeons,2022,LW,0,1,0,0,0,NA
T.J. Oshie,3,0,0,-2,9,0,3,9,1,BunchaPigeons,2022,"C,RW",1,0,1,0,1,NA
Jakob Chychrun,37,7,19,3,24,6,105,39,54,BunchaPigeons,2022,D,0,0,0,1,0,NA
Patrik Laine,25,11,17,-2,6,8,89,12,10,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Zach Hyman,49,25,27,13,25,17,172,36,10,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Sean Durzi,1,0,0,0,0,0,1,2,2,BunchaPigeons,2022,D,0,0,0,1,0,NA
Brandon Tanev,9,2,3,5,2,0,17,15,11,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Max Domi,1,0,0,-1,0,0,4,0,0,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Cole Perfetti,2,0,1,1,0,0,1,0,0,BunchaPigeons,2022,"C,RW",1,0,1,0,1,NA
Jeff Petry,15,2,7,-3,2,2,33,39,23,BunchaPigeons,2022,D,0,0,0,1,0,NA
Sam Bennett,2,0,0,-2,0,0,2,3,0,BunchaPigeons,2022,C,1,0,0,0,0,NA
K'Andre Miller,4,1,0,-1,6,0,7,6,8,BunchaPigeons,2022,D,0,0,0,1,0,NA
Teuvo Teravainen,1,0,0,1,0,0,5,0,0,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Rickard Rakell,21,5,10,-5,4,4,55,38,15,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Dmitry Orlov,14,1,7,2,4,3,28,31,12,BunchaPigeons,2022,D,0,0,0,1,0,NA
Ryan Hartman,2,0,1,0,2,0,5,3,0,BunchaPigeons,2022,C,1,0,0,0,0,NA
Tom Wilson,10,5,2,2,34,1,36,26,15,BunchaPigeons,2022,RW,0,0,1,0,0,NA
Noah Dobson,3,0,1,0,2,1,6,1,0,BunchaPigeons,2022,D,0,0,0,1,0,NA
Viktor Arvidsson,1,0,0,0,0,0,1,0,1,BunchaPigeons,2022,"LW,RW",0,1,1,0,1,NA
Dylan Strome,2,0,0,-3,0,0,3,3,0,BunchaPigeons,2022,"C,RW",1,0,1,0,1,NA
Tyler Seguin,2,1,0,-2,0,1,2,3,0,BunchaPigeons,2022,"C,RW",1,0,1,0,1,NA
Aaron Ekblad,2,1,0,0,0,1,6,1,3,BunchaPigeons,2022,D,0,0,0,1,0,NA
Erik Johnson,2,0,0,-1,0,0,4,2,5,BunchaPigeons,2022,D,0,0,0,1,0,NA
Jani Hakanpaa,2,0,0,0,0,0,1,6,1,BunchaPigeons,2022,D,0,0,0,1,0,NA
Bowen Byram,1,0,0,0,0,0,0,2,2,BunchaPigeons,2022,D,0,0,0,1,0,NA
Matt Duchene,67,20,33,5,30,12,159,27,32,Classless Calow,2022,RW,0,0,1,0,0,NA
Mark Borowiecki,4,0,0,0,12,0,1,5,1,Classless Calow,2022,D,0,0,0,1,0,NA
Mika Zibanejad,78,39,52,28,20,39,242,66,47,Classless Calow,2022,C,1,0,0,0,0,NA
Ryan Reaves,11,0,0,-5,5,0,3,38,4,Classless Calow,2022,RW,0,0,1,0,0,NA
Elias Pettersson,77,39,60,18,14,24,248,68,87,Classless Calow,2022,"C,LW",1,1,0,0,1,NA
Ryan Nugent-Hopkins,76,34,64,18,35,48,189,45,24,Classless Calow,2022,"C,LW",1,1,0,0,1,NA
Mitchell Marner,77,29,68,18,26,36,190,52,41,Classless Calow,2022,RW,0,0,1,0,0,NA
Quinn Hughes,70,7,60,14,34,28,139,29,61,Classless Calow,2022,D,0,0,0,1,0,NA
Morgan Rielly,60,4,31,-12,14,16,115,65,74,Classless Calow,2022,D,0,0,0,1,0,NA
Luke Schenn,64,3,15,7,82,0,73,288,91,Classless Calow,2022,D,0,0,0,1,0,NA
John Klingberg,18,0,7,-12,8,3,24,17,22,Classless Calow,2022,D,0,0,0,1,0,NA
Jonathan Huberdeau,77,14,39,3,36,13,123,62,26,Classless Calow,2022,LW,0,1,0,0,0,NA
Andrew Mangiapane,70,14,22,6,34,4,157,78,19,Classless Calow,2022,"LW,RW",0,1,1,0,1,NA
Ivan Provorov,73,6,19,-16,22,2,109,90,137,Classless Calow,2022,D,0,0,0,1,0,NA
Jaccob Slavin,18,0,3,4,2,0,32,15,33,Classless Calow,2022,D,0,0,0,1,0,NA
Jared Spurgeon,62,7,18,25,12,3,112,58,139,Classless Calow,2022,D,0,0,0,1,0,NA
Clayton Keller,58,29,34,8,39,13,168,11,25,Classless Calow,2022,"LW,RW",0,1,1,0,1,NA
Neal Pionk,49,3,12,-12,25,1,86,102,75,Classless Calow,2022,D,0,0,0,1,0,NA
Filip Forsberg,35,14,14,3,18,6,106,59,15,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Kevin Fiala,63,19,47,2,48,22,192,49,15,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Mark Stone,41,17,19,10,8,8,107,31,20,Come Fiala Deez Nuts!,2022,RW,0,0,1,0,0,NA
Mikhail Sergachev,77,8,49,9,53,24,152,123,148,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Nathan MacKinnon,71,42,69,28,30,34,366,53,40,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Evander Kane,35,13,10,-3,49,2,134,108,15,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Teuvo Teravainen,4,0,1,0,2,0,9,1,0,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Darnell Nurse,79,12,27,23,57,1,196,138,157,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Hampus Lindholm,73,10,36,40,54,14,140,74,86,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Jack Hughes,73,38,55,6,6,30,320,12,28,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Brady Tkachuk,80,35,47,-12,121,29,339,233,9,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Josh Morrissey,76,15,57,2,41,25,167,84,117,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Sam Bennett,34,6,9,-9,30,3,104,87,18,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Mason Marchment,7,2,2,1,2,0,17,9,3,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Brayden McNabb,28,1,3,-6,6,0,37,74,62,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Martin Necas,31,9,11,1,16,6,103,19,8,Come Fiala Deez Nuts!,2022,RW,0,0,1,0,0,NA
Jamie Benn,13,4,9,6,5,4,31,12,7,Come Fiala Deez Nuts!,2022,"C,LW",1,1,0,0,1,NA
Jake DeBrusk,1,0,0,1,0,0,2,0,0,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Jeff Petry,14,0,7,0,8,3,21,39,32,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Arber Xhekaj,1,0,0,0,0,0,0,4,0,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Joel Eriksson Ek,10,3,2,-1,4,2,28,11,10,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Matt Roy,2,0,0,0,0,0,4,2,2,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Claude Giroux,4,1,0,-1,2,0,10,4,1,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Dylan Cozens,3,1,0,-1,0,0,4,2,0,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Noah Hanifin,4,0,2,2,5,0,14,3,4,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Nico Hischier,2,2,0,-1,2,0,4,0,1,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Pierre-Luc Dubois,15,4,9,6,22,5,51,17,6,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Evan Rodrigues,3,0,2,2,2,0,4,0,1,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Mark Scheifele,20,8,6,-12,8,4,35,14,7,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Eeli Tolvanen,2,0,0,0,0,0,5,1,1,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Tyler Seguin,5,2,1,1,2,0,13,8,3,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Alex Tuch,9,5,4,0,4,1,23,6,11,Come Fiala Deez Nuts!,2022,RW,0,0,1,0,0,NA
Brock Nelson,17,11,6,10,4,5,46,5,5,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Frank Vatrano,2,1,0,-1,0,0,3,3,3,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Anthony Beauvillier,1,0,0,-2,0,0,2,1,0,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Ondrej Palat,3,0,1,0,0,0,6,4,1,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Max Domi,3,1,2,-1,0,2,16,1,1,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
J.T. Compher,7,1,1,0,2,0,13,3,9,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Carter Verhaeghe,8,0,5,-7,4,1,23,2,3,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Anthony Duclair,4,1,0,2,2,0,11,1,3,Come Fiala Deez Nuts!,2022,RW,0,0,1,0,0,NA
Tyler Bertuzzi,4,0,1,0,2,0,5,2,1,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Dawson Mercer,7,1,1,-2,0,0,11,3,8,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Rasmus Sandin,9,0,5,-11,0,2,11,11,11,Come Fiala Deez Nuts!,2022,D,0,0,0,1,0,NA
Calle Jarnkrok,9,3,1,1,0,2,15,5,1,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Denis Malgin,3,0,0,-1,0,0,4,3,2,Come Fiala Deez Nuts!,2022,"C,RW",1,0,1,0,1,NA
Nick Suzuki,4,1,0,-6,0,0,6,2,3,Come Fiala Deez Nuts!,2022,C,1,0,0,0,0,NA
Matt Boldy,8,6,3,1,0,3,21,7,2,Come Fiala Deez Nuts!,2022,"LW,RW",0,1,1,0,1,NA
Andrei Kuzmenko,8,2,4,-1,0,3,9,0,0,Come Fiala Deez Nuts!,2022,LW,0,1,0,0,0,NA
Mikko Rantanen,68,47,39,9,58,32,251,72,37,Commissioner Coulas,2022,"C,RW",1,0,1,0,1,NA
Patrice Bergeron,71,26,29,33,18,18,230,61,49,Commissioner Coulas,2022,C,1,0,0,0,0,NA
William Nylander,75,36,42,9,28,24,268,18,23,Commissioner Coulas,2022,"LW,RW",0,1,1,0,1,NA
Zach Hyman,21,6,17,0,8,6,82,27,7,Commissioner Coulas,2022,"LW,RW",0,1,1,0,1,NA
Garnet Hathaway,76,12,9,6,58,0,79,242,77,Commissioner Coulas,2022,RW,0,0,1,0,0,NA
Martin Fehervary,7,0,1,3,2,0,8,29,8,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Nazem Kadri,75,22,29,-13,44,17,249,98,28,Commissioner Coulas,2022,C,1,0,0,0,0,NA
Josh Norris,2,0,0,-3,2,0,2,1,1,Commissioner Coulas,2022,C,1,0,0,0,0,NA
Alex DeBrincat,65,21,33,-26,31,26,218,79,33,Commissioner Coulas,2022,LW,0,1,0,0,0,NA
Matthew Tkachuk,72,37,63,25,82,32,293,56,27,Commissioner Coulas,2022,RW,0,0,1,0,0,NA
Aaron Ekblad,65,12,22,-12,60,16,200,72,72,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Dougie Hamilton,82,22,52,23,50,28,275,64,86,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Noah Hanifin,11,1,2,-3,4,1,30,14,8,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Samuel Girard,6,0,1,-6,2,1,6,6,1,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Anders Lee,24,5,9,-1,22,6,71,42,16,Commissioner Coulas,2022,LW,0,1,0,0,0,NA
Connor Clifton,15,2,2,6,14,0,22,39,17,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Radko Gudas,65,2,13,12,73,0,99,296,119,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Nick Jensen,7,0,2,-1,2,0,10,10,12,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Rasmus Sandin,24,3,9,3,8,4,34,46,30,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Erik Cernak,14,1,3,6,8,0,13,40,14,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Jeff Skinner,45,20,24,9,15,10,131,8,9,Commissioner Coulas,2022,LW,0,1,0,0,0,NA
Parker Kelly,6,0,0,0,4,0,10,26,4,Commissioner Coulas,2022,"LW,RW",0,1,1,0,1,NA
Kirby Dach,12,4,4,2,11,3,25,12,13,Commissioner Coulas,2022,"C,RW",1,0,1,0,1,NA
Dillon Dube,6,1,3,-2,0,1,10,11,1,Commissioner Coulas,2022,"LW,RW",0,1,1,0,1,NA
Mike Matheson,5,1,3,3,0,1,20,6,8,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Mikael Granlund,1,0,2,0,0,1,2,0,0,Commissioner Coulas,2022,C,1,0,0,0,0,NA
T.J. Oshie,12,4,6,-6,19,1,18,24,4,Commissioner Coulas,2022,"C,RW",1,0,1,0,1,NA
Bowen Byram,10,2,2,-4,13,2,13,28,7,Commissioner Coulas,2022,D,0,0,0,1,0,NA
K'Andre Miller,1,0,0,0,2,0,1,1,3,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Tony DeAngelo,6,1,2,-4,4,2,19,3,5,Commissioner Coulas,2022,D,0,0,0,1,0,NA
Bryan Rust,6,2,0,1,4,0,14,2,7,Commissioner Coulas,2022,RW,0,0,1,0,0,NA
Adam Fox,82,12,60,28,34,29,159,25,125,Hail Satan,2022,D,0,0,0,1,0,NA
Shea Theodore,50,7,31,12,18,9,127,15,80,Hail Satan,2022,D,0,0,0,1,0,NA
Leon Draisaitl,73,45,71,3,22,57,226,56,39,Hail Satan,2022,"C,LW",1,1,0,0,1,NA
Evgeny Kuznetsov,67,12,39,-21,44,17,147,36,25,Hail Satan,2022,C,1,0,0,0,0,NA
Johnny Gaudreau,70,19,43,-26,16,16,180,3,15,Hail Satan,2022,LW,0,1,0,0,0,NA
Patrick Kane,68,20,30,-24,16,20,201,13,18,Hail Satan,2022,RW,0,0,1,0,0,NA
Brock Boeser,2,0,1,0,2,0,4,0,1,Hail Satan,2022,RW,0,0,1,0,0,NA
Devon Toews,80,7,43,39,26,7,165,93,138,Hail Satan,2022,D,0,0,0,1,0,NA
Aleksander Barkov,53,16,45,6,8,22,164,41,40,Hail Satan,2022,C,1,0,0,0,0,NA
Rasmus Dahlin,79,15,58,12,92,32,205,105,132,Hail Satan,2022,D,0,0,0,1,0,NA
Kyle Connor,63,22,41,-6,20,22,201,34,22,Hail Satan,2022,LW,0,1,0,0,0,NA
Vladimir Tarasenko,64,15,28,-16,8,12,150,71,34,Hail Satan,2022,RW,0,0,1,0,0,NA
Brayden Schenn,54,10,27,-23,38,8,90,81,19,Hail Satan,2022,"C,LW",1,1,0,0,1,NA
Michael Bunting,63,13,20,15,85,8,130,66,16,Hail Satan,2022,LW,0,1,0,0,0,NA
Cole Caufield,40,22,9,-5,2,10,140,15,11,Hail Satan,2022,"LW,RW",0,1,1,0,1,NA
Roman Josi,66,18,40,3,36,24,267,50,143,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
J.T. Miller,75,29,49,-6,54,29,208,189,46,HatTrick Swayzes,2022,"C,LW",1,1,0,0,1,NA
Sebastian Aho,72,32,31,8,42,15,212,56,19,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Andrei Svechnikov,63,22,32,5,71,16,201,138,17,HatTrick Swayzes,2022,LW,0,1,0,0,0,NA
John Carlson,39,9,19,-9,12,12,121,39,85,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Evan Bouchard,32,1,9,-10,8,3,61,49,30,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Bowen Byram,9,2,2,3,4,0,10,11,10,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Mats Zuccarello,63,18,34,-6,22,24,163,43,31,HatTrick Swayzes,2022,RW,0,0,1,0,0,NA
Tony DeAngelo,53,10,23,-21,52,15,131,46,57,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Pierre-Luc Dubois,17,4,8,2,14,3,46,18,13,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Lucas Raymond,5,0,2,1,6,0,13,2,0,HatTrick Swayzes,2022,RW,0,0,1,0,0,NA
Pavel Buchnevich,54,22,34,12,30,19,106,47,20,HatTrick Swayzes,2022,"LW,RW",0,1,1,0,1,NA
Alexis Lafreniere,9,1,1,-1,2,0,17,18,3,HatTrick Swayzes,2022,"LW,RW",0,1,1,0,1,NA
Jesper Bratt,53,21,24,3,4,18,131,17,15,HatTrick Swayzes,2022,RW,0,0,1,0,0,NA
Brad Marchand,69,21,44,27,70,29,173,79,22,HatTrick Swayzes,2022,LW,0,1,0,0,0,NA
Nick Suzuki,29,9,12,-13,12,7,43,15,14,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Jani Hakanpaa,36,2,4,9,25,0,30,85,63,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Erik Gustafsson,6,1,1,4,0,0,14,6,4,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Tom Wilson,16,6,5,-14,27,3,32,49,12,HatTrick Swayzes,2022,RW,0,0,1,0,0,NA
Ryan Hartman,1,0,0,-2,0,0,0,0,1,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Mathew Barzal,18,3,7,-2,6,2,43,4,13,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Max Pacioretty,1,1,0,0,0,0,5,2,0,HatTrick Swayzes,2022,LW,0,1,0,0,0,NA
Joel Edmundson,1,0,0,0,0,0,1,1,4,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Brett Pesce,1,0,0,-1,0,0,1,0,1,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
K'Andre Miller,3,0,2,-1,0,1,2,4,2,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Noah Dobson,9,1,2,-3,6,2,25,8,14,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Arber Xhekaj,9,0,0,-5,29,0,12,31,7,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Seth Jones,3,0,1,-4,6,0,9,4,5,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Noah Hanifin,3,1,0,1,0,0,8,1,4,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
David Krejci,3,0,2,-1,0,0,3,3,2,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Connor Clifton,22,0,6,1,16,0,21,50,35,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Gustav Forsling,29,6,5,11,12,0,76,19,40,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Jeremy Lauzon,2,0,2,0,2,0,0,3,5,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Brayden McNabb,24,0,3,5,13,0,19,54,65,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Joel Eriksson Ek,1,0,1,0,0,1,5,0,0,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Claude Giroux,21,10,12,5,14,4,58,27,5,HatTrick Swayzes,2022,"C,RW",1,0,1,0,1,NA
Tyson Barrie,6,0,1,-2,4,0,8,0,7,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Alec Martinez,1,0,1,2,0,0,2,0,2,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Jason Zucker,4,0,0,-2,0,0,13,13,3,HatTrick Swayzes,2022,LW,0,1,0,0,0,NA
Barrett Hayton,1,0,1,-1,0,1,5,0,0,HatTrick Swayzes,2022,C,1,0,0,0,0,NA
Sam Reinhart,13,5,11,3,2,6,32,11,7,HatTrick Swayzes,2022,"C,RW",1,0,1,0,1,NA
Mattias Ekholm,3,2,0,0,2,0,10,4,5,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
Juuso Valimaki,2,0,0,1,4,0,3,2,3,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
David Savard,2,0,1,1,0,0,5,2,3,HatTrick Swayzes,2022,D,0,0,0,1,0,NA
